Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,,,,CrkConv avg,,,%,last 3 days
,MEBU25002,,,,,,,,
,C7,73.27474328246686,68.49628377300712,67.97084008847142,63.81817807810587,,,,
,C7,3.65,4.173,4.238,4.83,,,,
